"","X","data_listing_id","data_title","data_display_title","data_url","data_installment","data_image_src","data_compare_image","data_make","data_model","data_year","data_mileage","data_transmission","data_ad_type","data_variant","data_seller_id","data_profile_id","data_listing_trusted","data_dealer_isverified","data_view_store","data_country_code","data_vehicle_type","listing_price","listing_rating"
"985",985,10868537,"2022 Perodua Ativa 1.0 AV SUV","2022 Perodua Ativa 1.0 AV SUV","https://www.carlist.my/new-cars/2022-perodua-ativa-1-0-av-suv/10868537","950","https://img1.icarcdn.com/73586801/main-m_new-car-carlist-perodua-ativa-av-suv-malaysia_000073586801_682cc691_75fd_4a07_83c7_50d309e072ef.jpeg.webp?smia=xTM","https://img1.icarcdn.com/73586801/thumb-l_new-car-carlist-perodua-ativa-av-suv-malaysia_000073586801_682cc691_75fd_4a07_83c7_50d309e072ef.jpeg.webp?smia=xTM","Perodua","Ativa",2022,0,"Automatic","New","AV","357ea349-77af-455e-b6ac-133444536b9f","b9561b5c-5b8d-48a6-8895-1b1e91212b1f","false","ʉʏʈʘ","false","my","car","73268",NA
"986",986,10059283,"2022 Ford Ranger 2.0 XL Pickup Truck","2022 Ford Ranger 2.0 XL Pickup Truck","https://www.carlist.my/new-cars/2022-ford-ranger-2-0-xl-pickup-truck/10059283","1476","https://img1.icarcdn.com/38295001/main-m_new-car-carlist-ford-ranger-xl-pickup-truck-malaysia_000038295001_d21dfd14_90e1_4860_8b50_5d76df3643dc.jpg.webp?smia=xTM","https://img1.icarcdn.com/38295001/thumb-l_new-car-carlist-ford-ranger-xl-pickup-truck-malaysia_000038295001_d21dfd14_90e1_4860_8b50_5d76df3643dc.jpg.webp?smia=xTM","Ford","Ranger",2022,0,"Automatic","New","XL","a28b60d4-6e9a-4009-99aa-562664a14874","8e8e6d23-3215-4694-b047-84fa0f8f182d","true","ʉʏʈʘ","true","my","car","113888",4.4
"987",987,9874792,"2022 Mercedes-Benz A35 AMG 2.0 4MATIC Sedan","2022 Mercedes-Benz A35 AMG 2.0 4MATIC Sedan","https://www.carlist.my/new-cars/2022-mercedes-benz-a35-amg-2-0-4matic-sedan/9874792","4458","https://img1.icarcdn.com/2974789/main-m_new-car-carlist-mercedes-benz-a-class-a35-amg-4matic-sedan-malaysia_000002974789_30056775_e3ff_40a5_b9c6_5d13fc6446d5.jpeg.webp?smia=xTM","https://img1.icarcdn.com/2974789/thumb-l_new-car-carlist-mercedes-benz-a-class-a35-amg-4matic-sedan-malaysia_000002974789_30056775_e3ff_40a5_b9c6_5d13fc6446d5.jpeg.webp?smia=xTM","Mercedes-Benz","A35 AMG",2022,0,"Automatic","New","4MATIC","c2cb2414-a627-47df-947e-2afaab693315","574b15b4-7604-42ef-a4a0-25220fc46fb6","false","ʉʏʈʘ","false","my","car","343888",NA
"988",988,10073843,"2022 Nissan Serena 2.0 S-Hybrid High-Way Star MPV","2022 Nissan Serena 2.0 S-Hybrid High-Way Star MPV","https://www.carlist.my/new-cars/2022-nissan-serena-2-0-s-hybrid-high-way-star-mpv/10073843","1878","https://img1.icarcdn.com/34837001/main-m_new-car-carlist-nissan-serena-s-hybrid-high-way-star-mpv-malaysia_000034837001_f381aa85_fb4f_4757_a11b_565a6e297759.jpg.webp?smia=xTM","https://img1.icarcdn.com/34837001/thumb-l_new-car-carlist-nissan-serena-s-hybrid-high-way-star-mpv-malaysia_000034837001_f381aa85_fb4f_4757_a11b_565a6e297759.jpg.webp?smia=xTM","Nissan","Serena",2022,0,"Automatic","New","S-Hybrid High-Way Star","1381c361-681e-4e44-b6cc-0876ab0209c2","0c6a0b72-1912-4d67-84e2-8cba1bf40bfe","false","ʉʏʈʘ","false","my","car","144888",4
"989",989,9136522,"2022 Subaru XV 2.0 P EyeSight SUV (RM 7,000 SAVING)","2022 Subaru XV 2.0 P EyeSight SUV","https://www.carlist.my/new-cars/2022-subaru-xv-2-0-p-eyesight-suv-rm-7-000-saving/9136522","1722","https://img1.icarcdn.com/2256319/main-m_new-car-carlist-subaru-xv-p-eyesight-suv-malaysia_4cf9e4d355f8c0fa92a48ddcc4e93c9f_2Rtjg4XZzeOnsqd7YAdtSX_000002256319_fb922a98_47c7_4abc_a414_b45ad039884b.jpg.webp?smia=xTM","https://img1.icarcdn.com/2256319/thumb-l_new-car-carlist-subaru-xv-p-eyesight-suv-malaysia_4cf9e4d355f8c0fa92a48ddcc4e93c9f_2Rtjg4XZzeOnsqd7YAdtSX_000002256319_fb922a98_47c7_4abc_a414_b45ad039884b.jpg.webp?smia=xTM","Subaru","XV",2022,0,"Automatic","New","P EyeSight","f9c39e4c-cdd8-4a29-af0c-8f553d4e9fc4","2b966773-f7de-4536-a6bc-f81f8570ada0","true","ʉʏʈʘ","true","my","car","132788",4.4
"990",990,9136672,"2022 Subaru XV 2.0 GT Edition EyeSight SUV (RM 7,000 SAVING)","2022 Subaru XV 2.0 GT Edition EyeSight SUV","https://www.carlist.my/new-cars/2022-subaru-xv-2-0-gt-edition-eyesight-suv-rm-7-000-saving/9136672","1812","https://img1.icarcdn.com/2766319/main-m_new-car-carlist-subaru-xv-gt-edition-eyesight-suv-malaysia_4cf9e4d355f8c0fa92a48ddcc4e93c9f_2Rtjg4XZzeOnsqd7YAdtSX_000002766319_b7d5c87e_229b_4356_baf6_aaf8b0213cd4.jpg.webp?smia=xTM","https://img1.icarcdn.com/2766319/thumb-l_new-car-carlist-subaru-xv-gt-edition-eyesight-suv-malaysia_4cf9e4d355f8c0fa92a48ddcc4e93c9f_2Rtjg4XZzeOnsqd7YAdtSX_000002766319_b7d5c87e_229b_4356_baf6_aaf8b0213cd4.jpg.webp?smia=xTM","Subaru","XV",2022,0,"Automatic","New","GT Edition EyeSight","f9c39e4c-cdd8-4a29-af0c-8f553d4e9fc4","2b966773-f7de-4536-a6bc-f81f8570ada0","true","ʉʏʈʘ","true","my","car","139788",4.4
"991",991,10591076,"X50 1.5 Premium Promosi King / Tak click U Rugi","2022 Proton X50 1.5 Premium SUV","https://www.carlist.my/new-cars/x50-1-5-premium-promosi-king-tak-click-u-rugi/10591076","1271","https://img1.icarcdn.com/67019501/main-m_new-car-carlist-proton-x50-premium-suv-malaysia_000067019501_001df3ca_2be8_4b49_9a5a_1a8f9cd1da06.jpeg.webp?smia=xTM","https://img1.icarcdn.com/67019501/thumb-l_new-car-carlist-proton-x50-premium-suv-malaysia_000067019501_001df3ca_2be8_4b49_9a5a_1a8f9cd1da06.jpeg.webp?smia=xTM","Proton","X50",2022,0,"Automatic","New","Premium","9fa7238f-7151-41bf-8e5d-11c1e18e3c75","194e5151-5f86-4146-bf5b-8761ffeb91e7","true","ʉʏʈʘ","true","my","car","98000",NA
"992",992,10608064,"X70 1.5 TGDI Executive PROMOSI SAMPAI U BELI / TAK CLICK U RUGI","2022 Proton X70 1.5 TGDI Executive SUV","https://www.carlist.my/new-cars/x70-1-5-tgdi-executive-promosi-sampai-u-beli-tak-click-u-rugi/10608064","1372","https://img1.icarcdn.com/46080601/main-m_new-car-carlist-proton-x70-tgdi-executive-suv-malaysia_000046080601_a7fbe719_5413_4944_9d56_3fdc7947ddf3.jpeg.webp?smia=xTM","https://img1.icarcdn.com/46080601/thumb-l_new-car-carlist-proton-x70-tgdi-executive-suv-malaysia_000046080601_a7fbe719_5413_4944_9d56_3fdc7947ddf3.jpeg.webp?smia=xTM","Proton","X70",2022,0,"Automatic","New","TGDI Executive","9fa7238f-7151-41bf-8e5d-11c1e18e3c75","194e5151-5f86-4146-bf5b-8761ffeb91e7","true","ʉʏʈʘ","true","my","car","105800",4.5
"993",993,8604854,"2020 Subaru Forester 2.0 S EyeSight SUV (RM15,000 SAVINGS)","2020 Subaru Forester 2.0 S EyeSight SUV","https://www.carlist.my/new-cars/2020-subaru-forester-2-0-s-eyesight-suv-rm15-000-savings/8604854","2136","https://img1.icarcdn.com/4584068/main-m_new-car-carlist-subaru-forester-s-eyesight-suv-malaysia_4cf9e4d355f8c0fa92a48ddcc4e93c9f_2Rtjg4XZzeOnsqd7YAdtSX_000004584068_2fbb45b3_8af0_4640_815e_7cf76605f389.jpg.webp?smia=xTM","https://img1.icarcdn.com/4584068/thumb-l_new-car-carlist-subaru-forester-s-eyesight-suv-malaysia_4cf9e4d355f8c0fa92a48ddcc4e93c9f_2Rtjg4XZzeOnsqd7YAdtSX_000004584068_2fbb45b3_8af0_4640_815e_7cf76605f389.jpg.webp?smia=xTM","Subaru","Forester",2020,0,"Automatic","New","S EyeSight","f9c39e4c-cdd8-4a29-af0c-8f553d4e9fc4","2b966773-f7de-4536-a6bc-f81f8570ada0","true","ʉʏʈʘ","true","my","car","164788",4.1
"994",994,10540211,"Demo 2022 Subaru XV 2.0 EyeSight SUV","2022 Subaru XV 2.0 P EyeSight SUV","https://www.carlist.my/new-cars/demo-2022-subaru-xv-2-0-eyesight-suv/10540211","1688","https://img1.icarcdn.com/11204501/main-m_new-car-carlist-subaru-xv-p-eyesight-suv-malaysia_000011204501_da7a749b_7603_4e8a_93a7_0c80d07e1f2f.jpg.webp?smia=xTM","https://img1.icarcdn.com/11204501/thumb-l_new-car-carlist-subaru-xv-p-eyesight-suv-malaysia_000011204501_da7a749b_7603_4e8a_93a7_0c80d07e1f2f.jpg.webp?smia=xTM","Subaru","XV",2022,0,"Automatic","New","P EyeSight","616dde9a-c9ee-4969-a474-fc8033a82ac3","3471a8a8-c992-484c-918a-cec220817ecc","false","ʉʏʈʘ","false","my","car","130172",4.4
"995",995,7602027,"**BEST OFFER** 2020 Subaru Forester 2.0 L SUV GT Lite Edition","2020 Subaru Forester 2.0 L SUV","https://www.carlist.my/new-cars/best-offer-2020-subaru-forester-2-0-l-suv-gt-lite-edition/7602027","1929","https://img1.icarcdn.com/7202067/main-m_new-car-carlist-subaru-forester-l-suv-malaysia_4cf9e4d355f8c0fa92a48ddcc4e93c9f_2Rtjg4XZzeOnsqd7YAdtSX_000007202067_1fe23855_4293_4305_984e_7f940f9db4ec.JPG?smia=xTM","https://img1.icarcdn.com/7202067/thumb-l_new-car-carlist-subaru-forester-l-suv-malaysia_4cf9e4d355f8c0fa92a48ddcc4e93c9f_2Rtjg4XZzeOnsqd7YAdtSX_000007202067_1fe23855_4293_4305_984e_7f940f9db4ec.JPG?smia=xTM","Subaru","Forester",2020,0,"Automatic","New","L","f9c39e4c-cdd8-4a29-af0c-8f553d4e9fc4","2b966773-f7de-4536-a6bc-f81f8570ada0","true","ʉʏʈʘ","true","my","car","148788",4.1
"996",996,9211786,"2022 Daihatsu Gran Max 1.5 Luton Cab Chassis","2022 Daihatsu Gran Max 1.5 Luton Cab Chassis","https://www.carlist.my/new-cars/2022-daihatsu-gran-max-1-5-luton-cab-chassis/9211786","1011","https://img1.icarcdn.com/6871129/main-m_new-car-carlist-daihatsu-gran-max-luton-cab-chassis-malaysia_000006871129_9881aaf1_84e3_471a_b1d4_c0ed373546ff.jpg.webp?smia=xTM","https://img1.icarcdn.com/6871129/thumb-l_new-car-carlist-daihatsu-gran-max-luton-cab-chassis-malaysia_000006871129_9881aaf1_84e3_471a_b1d4_c0ed373546ff.jpg.webp?smia=xTM","Daihatsu","Gran Max",2022,0,"Manual","New","Luton","e59d0e90-868d-4a3d-8a10-02ebabe4ab57","f62b77dd-08d8-4ef7-9a7d-16792c77da25","false","ʉʏʈʘ","false","my","car","78000",NA
"997",997,10181334,"2022 Daihatsu Gran Max 1.5 Panel Van","2022 Daihatsu Gran Max 1.5 Panel Van","https://www.carlist.my/new-cars/2022-daihatsu-gran-max-1-5-panel-van/10181334","932","https://img1.icarcdn.com/43318101/main-m_new-car-carlist-daihatsu-gran-max-panel-van-malaysia_000043318101_3a1efbf5_ddff_4c18_b3eb_9370eb278aad.jpg.webp?smia=xTM","https://img1.icarcdn.com/43318101/thumb-l_new-car-carlist-daihatsu-gran-max-panel-van-malaysia_000043318101_3a1efbf5_ddff_4c18_b3eb_9370eb278aad.jpg.webp?smia=xTM","Daihatsu","Gran Max",2022,0,"Manual","New","Panel","e59d0e90-868d-4a3d-8a10-02ebabe4ab57","f62b77dd-08d8-4ef7-9a7d-16792c77da25","false","ʉʏʈʘ","false","my","car","71888",NA
"998",998,8604877,"2020 Subaru Forester 2.0 GT Edition EyeSight SUV (RM15,000 SAVINGS)","2020 Subaru Forester 2.0 GT Edition EyeSight SUV","https://www.carlist.my/new-cars/2020-subaru-forester-2-0-gt-edition-eyesight-suv-rm15-000-savings/8604877","2240","https://img1.icarcdn.com/7784068/main-m_new-car-carlist-subaru-forester-gt-edition-eyesight-suv-malaysia_4cf9e4d355f8c0fa92a48ddcc4e93c9f_2Rtjg4XZzeOnsqd7YAdtSX_000007784068_974c49b0_6e14_409a_923d_fb5686e34a1b.jpg.webp?smia=xTM","https://img1.icarcdn.com/7784068/thumb-l_new-car-carlist-subaru-forester-gt-edition-eyesight-suv-malaysia_4cf9e4d355f8c0fa92a48ddcc4e93c9f_2Rtjg4XZzeOnsqd7YAdtSX_000007784068_974c49b0_6e14_409a_923d_fb5686e34a1b.jpg.webp?smia=xTM","Subaru","Forester",2020,0,"Automatic","New","GT Edition EyeSight","f9c39e4c-cdd8-4a29-af0c-8f553d4e9fc4","2b966773-f7de-4536-a6bc-f81f8570ada0","true","ʉʏʈʘ","true","my","car","172788",4.1
"999",999,9761375,"Brand New Toyota Hiace 2.5 Window Van","2022 Toyota Hiace 2.5 Panel Van","https://www.carlist.my/new-cars/brand-new-toyota-hiace-2-5-window-van/9761375","1750","https://img1.icarcdn.com/5731679/main-m_new-car-carlist-toyota-hiace-panel-van-malaysia_000005731679_6787f9f9_0b45_4d76_a5b8_b5dc3ae52dc8.jpg.webp?smia=xTM","https://img1.icarcdn.com/5731679/thumb-l_new-car-carlist-toyota-hiace-panel-van-malaysia_000005731679_6787f9f9_0b45_4d76_a5b8_b5dc3ae52dc8.jpg.webp?smia=xTM","Toyota","Hiace",2022,1,"Manual","New","Panel","c0307fa9-318d-481a-b270-322010a46f3c","a8d9f803-4c49-4e86-83e5-849f6df40095","false","ʉʏʈʘ","false","my","car","135000",5
"1000",1000,9866854,"2022 Subaru XV 2.0 P EyeSight Demo Unit","2022 Subaru XV 2.0 P EyeSight SUV","https://www.carlist.my/new-cars/2022-subaru-xv-2-0-p-eyesight-demo-unit/9866854","1683","https://img1.icarcdn.com/4586689/main-m_new-car-carlist-subaru-xv-p-eyesight-suv-malaysia_000004586689_06f24be6_9dac_4cb2_9970_a558bc7f1230.jpg.webp?smia=xTM","https://img1.icarcdn.com/4586689/thumb-l_new-car-carlist-subaru-xv-p-eyesight-suv-malaysia_000004586689_06f24be6_9dac_4cb2_9970_a558bc7f1230.jpg.webp?smia=xTM","Subaru","XV",2022,0,"Automatic","New","P EyeSight","b8f748b0-52ff-4f6f-973b-f3e21c532bd2","af809868-03d6-4fde-bf9a-348e1fdc5670","false","ʉʏʈʘ","false","my","car","129788",4.4
"1001",1001,9332147,"2022 Proton Saga 1.3 Premium S Sedan","2022 Proton Saga 1.3 Premium S Sedan","https://www.carlist.my/new-cars/2022-proton-saga-1-3-premium-s-sedan/9332147","497","https://img1.icarcdn.com/7412339/main-m_new-car-carlist-proton-saga-premium-s-sedan-malaysia_000007412339_793ef9be_8148_497e_850a_f2620eb4cb8f.jpg.webp?smia=xTM","https://img1.icarcdn.com/7412339/thumb-l_new-car-carlist-proton-saga-premium-s-sedan-malaysia_000007412339_793ef9be_8148_497e_850a_f2620eb4cb8f.jpg.webp?smia=xTM","Proton","Saga",2022,0,"Automatic","New","Premium S","8e6c61d8-d638-4123-9b33-157b4c2172dc","00d8c10d-eda3-4409-8b96-66606aaa609a","false","ʉʏʈʘ","false","my","car","38300",3.9
"1002",1002,10887624,"2021 Hyundai Kona 2.0 Active SUV*** READY STOCK","2021 Hyundai Kona 2.0 Active SUV","https://www.carlist.my/new-cars/2021-hyundai-kona-2-0-active-suv-ready-stock/10887624","1659","https://img1.icarcdn.com/42678801/main-m_new-car-carlist-hyundai-kona-active-suv-malaysia_000042678801_91aa72d3_0298_4fe9_a69e_c89d3166b4cf.jpg.webp?smia=xTM","https://img1.icarcdn.com/42678801/thumb-l_new-car-carlist-hyundai-kona-active-suv-malaysia_000042678801_91aa72d3_0298_4fe9_a69e_c89d3166b4cf.jpg.webp?smia=xTM","Hyundai","Kona",2021,0,"Automatic","New","Active","b4212c2e-e7d9-4071-870b-dd8c4211817e","53e6c7a9-3f3f-46d3-bffc-430eeaf0e47d","false","ʉʏʈʘ","false","my","car","128000",NA
"1003",1003,10877494,"2022 Toyota Vios 1.5 confirm best price in town Ready stock clear year end stock","2022 Toyota Vios 1.5 G Sedan","https://www.carlist.my/new-cars/2022-toyota-vios-1-5-confirm-best-price-in-town-ready-stock-clear-year-end-stock/10877494","1050","https://img1.icarcdn.com/49477801/main-m_new-car-carlist-toyota-vios-g-sedan-malaysia_000049477801_c96eee50_5252_447d_909e_9c3113bc47cd.jpg.webp?smia=xTM","https://img1.icarcdn.com/49477801/thumb-l_new-car-carlist-toyota-vios-g-sedan-malaysia_000049477801_c96eee50_5252_447d_909e_9c3113bc47cd.jpg.webp?smia=xTM","Toyota","Vios",2022,1,"Automatic","New","G","f72f78ff-4ef5-e511-94b7-0261ba99cd9c","073078ff-4ef5-e511-94b7-0261ba99cd9c","false","ʉʏʈʘ","false","my","car","81000",4.2
"1004",1004,10888034,"2022 TESLA Model Y 0.0 Long Range UK SUV DUAL MOTOR - All-Wheel Drive, Deep Blue Metallic Paint","2022 TESLA Model Y Long Range UK SUV","https://www.carlist.my/new-cars/2022-tesla-model-y-0-0-long-range-uk-suv-dual-motor-all-wheel-drive-deep-blue-metallic-paint/10888034","5678","https://img1.icarcdn.com/43088801/main-m_new-car-carlist-tesla-model-y-long-range-uk-suv-malaysia_000043088801_799ae6b0_f5f4_4eb0_94be_658bfa47045f.jpg.webp?smia=xTM","https://img1.icarcdn.com/43088801/thumb-l_new-car-carlist-tesla-model-y-long-range-uk-suv-malaysia_000043088801_799ae6b0_f5f4_4eb0_94be_658bfa47045f.jpg.webp?smia=xTM","TESLA","Model Y",2022,0,"Automatic","New","Long Range UK","99094f45-2b9b-4bb4-b840-57cbee2673e5","bc106642-7723-482f-9322-c8b1eb5dce8c","true","ʉʏʈʘ","true","my","car","438000",NA
"1005",1005,8664577,"2022 Proton X50 1.5 Executive SUV **FAST STOCK** - Call to BOOK NOW","2022 Proton X50 1.5 Executive SUV","https://www.carlist.my/new-cars/2022-proton-x50-1-5-executive-suv-fast-stock-call-to-book-now/8664577","1210","https://img1.icarcdn.com/7754668/main-m_new-car-carlist-proton-x50-executive-suv-malaysia_000007754668_ba16618a_5354_479b_ba63_9d9716e4eef3.jpeg.webp?smia=xTM","https://img1.icarcdn.com/7754668/thumb-l_new-car-carlist-proton-x50-executive-suv-malaysia_000007754668_ba16618a_5354_479b_ba63_9d9716e4eef3.jpeg.webp?smia=xTM","Proton","X50",2022,0,"Automatic","New","Executive","7dc1544a-c29f-e511-94b7-0261ba99cd9c","80c1544a-c29f-e511-94b7-0261ba99cd9c","false","ʉʏʈʘ","false","my","car","93300",NA
"1006",1006,10776373,"2022 BMW 218i 1.5 M Sport Sedan","2022 BMW 218i 1.5 M Sport Sedan","https://www.carlist.my/new-cars/2022-bmw-218i-1-5-m-sport-sedan/10776373","2723","https://img1.icarcdn.com/37367701/main-m_new-car-carlist-bmw-2-series-218i-m-sport-sedan-malaysia_000037367701_b32d6d38_d5a8_477b_846d_b3e6d260b453.jpeg.webp?smia=xTM","https://img1.icarcdn.com/37367701/thumb-l_new-car-carlist-bmw-2-series-218i-m-sport-sedan-malaysia_000037367701_b32d6d38_d5a8_477b_846d_b3e6d260b453.jpeg.webp?smia=xTM","BMW","218i",2022,0,"Automatic","New","M Sport","22ea4582-4d1c-4c76-bd8e-4443c9dbf780","d83924ca-2e10-4610-a79e-a46a76e02f65","false","ʉʏʈʘ","false","my","car","210000",NA
"1007",1007,10878294,"2022 Volkswagen Golf 1.4 R-line Hatchback","2022 Volkswagen Golf 1.4 R-line Hatchback","https://www.carlist.my/new-cars/2022-volkswagen-golf-1-4-r-line-hatchback/10878294","2204","https://img1.icarcdn.com/49287801/main-m_new-car-carlist-volkswagen-golf-r-line-hatchback-malaysia_000049287801_ee6c0d93_b9bf_45e4_a758_756b3794b2f0.jpeg.webp?smia=xTM","https://img1.icarcdn.com/49287801/thumb-l_new-car-carlist-volkswagen-golf-r-line-hatchback-malaysia_000049287801_ee6c0d93_b9bf_45e4_a758_756b3794b2f0.jpeg.webp?smia=xTM","Volkswagen","Golf",2022,0,"Automatic","New","R-line","fb283dee-22c7-4462-8cc6-a9945eb883d7","31a950b8-16eb-46ac-8337-b80c5ded7707","false","ʉʏʈʘ","false","my","car","169990",4.4
"1008",1008,10880963,"2022 Volkswagen Arteon 2.0 R-line 4MOTION Fastback Hatchback","2022 Volkswagen Arteon 2.0 R-line 4MOTION Fastback Hatchback","https://www.carlist.my/new-cars/2022-volkswagen-arteon-2-0-r-line-4motion-fastback-hatchback/10880963","3591","https://img1.icarcdn.com/36908801/main-m_new-car-carlist-volkswagen-arteon-r-line-4motion-fastback-hatchback-malaysia_000036908801_3fb24997_70a6_4124_aa20_8e65b1130275.jpeg.webp?smia=xTM","https://img1.icarcdn.com/36908801/thumb-l_new-car-carlist-volkswagen-arteon-r-line-4motion-fastback-hatchback-malaysia_000036908801_3fb24997_70a6_4124_aa20_8e65b1130275.jpeg.webp?smia=xTM","Volkswagen","Arteon",2022,0,"Automatic","New","R-line 4MOTION Fastback","fb283dee-22c7-4462-8cc6-a9945eb883d7","31a950b8-16eb-46ac-8337-b80c5ded7707","false","ʉʏʈʘ","false","my","car","276990",NA
"1009",1009,7972366,"2022 Mazda CX-5 2.0 HIGH GVC PLUS","2022 Mazda CX-5 2.0 SKYACTIV-G Mid SUV","https://www.carlist.my/new-cars/2022-mazda-cx-5-2-0-high-gvc-plus/7972366","2019","https://img1.icarcdn.com/6632797/main-m_new-car-carlist-mazda-cx-5-skyactiv-g-suv-malaysia_000006632797_16c0ce83_0d63_4296_8e3f_a8636f595d25.jpg?smia=xTM","https://img1.icarcdn.com/6632797/thumb-l_new-car-carlist-mazda-cx-5-skyactiv-g-suv-malaysia_000006632797_16c0ce83_0d63_4296_8e3f_a8636f595d25.jpg?smia=xTM","Mazda","CX-5",2022,0,"Automatic","New","SKYACTIV-G Mid","28a85c36-cb05-e411-94ae-06e4185eac05","2ca85c36-cb05-e411-94ae-06e4185eac05","false","ʉʏʈʘ","false","my","car","155700",4.5
"1010",1010,10655048,"2022 Perodua Ativa 1.0 H SUV","2022 Perodua Ativa 1.0 H SUV","https://www.carlist.my/new-cars/2022-perodua-ativa-1-0-h-suv/10655048","873","https://img1.icarcdn.com/84055601/main-m_new-car-carlist-perodua-ativa-h-suv-malaysia_000084055601_10a5be89_ac29_4cf4_85e6_722c291cc268.jpg.webp?smia=xTM","https://img1.icarcdn.com/84055601/thumb-l_new-car-carlist-perodua-ativa-h-suv-malaysia_000084055601_10a5be89_ac29_4cf4_85e6_722c291cc268.jpg.webp?smia=xTM","Perodua","Ativa",2022,0,"Automatic","New","H","023b394b-c909-e511-94b6-0261ba99cd9c","073b394b-c909-e511-94b6-0261ba99cd9c","false","ʉʏʈʘ","false","my","car","67300",NA
"1011",1011,9717348,"2022 Isuzu D-Max 1.9 Auto Plus Pickup Truck","2022 Isuzu D-Max 1.9 Auto Plus Pickup Truck","https://www.carlist.my/new-cars/2022-isuzu-d-max-1-9-auto-plus-pickup-truck/9717348","1335","https://img1.icarcdn.com/8437179/main-m_new-car-carlist-isuzu-d-max-auto-plus-pickup-truck-malaysia_000008437179_265864f5_010c_4bf1_bc5e_14e1e5d6cb53.png.webp?smia=xTM","https://img1.icarcdn.com/8437179/thumb-l_new-car-carlist-isuzu-d-max-auto-plus-pickup-truck-malaysia_000008437179_265864f5_010c_4bf1_bc5e_14e1e5d6cb53.png.webp?smia=xTM","Isuzu","D-Max",2022,0,"Automatic","New","Auto Plus","c1f3cc12-8a96-41d8-b2aa-ba8dec330580","10f95da6-7468-490b-a6fb-bc1bb4154cf4","false","ʉʏʈʘ","false","my","car","102999",4.8
"1012",1012,10603689,"2022 Proton X50 1.5 Executive SUV . Super Fast Stock . Welcome All Model Trade In . Free Evaluation . Think PROTON , Think IVAN ... 012 672 6461 ...","2022 Proton X50 1.5 Executive SUV","https://www.carlist.my/new-cars/2022-proton-x50-1-5-executive-suv-super-fast-stock-welcome-all-model-trade-in-free-evaluation-think-proton-think-ivan-012-672-6461/10603689","1210","https://img1.icarcdn.com/98630601/main-m_new-car-carlist-proton-x50-executive-suv-malaysia_000098630601_2b1535d6_234e_4fc1_9441_988c18f017d4.jpg.webp?smia=xTM","https://img1.icarcdn.com/98630601/thumb-l_new-car-carlist-proton-x50-executive-suv-malaysia_000098630601_2b1535d6_234e_4fc1_9441_988c18f017d4.jpg.webp?smia=xTM","Proton","X50",2022,0,"Automatic","New","Executive","16476a4b-7184-e611-94c5-06e4185eac05","19476a4b-7184-e611-94c5-06e4185eac05","false","ʉʏʈʘ","false","my","car","93300",NA
"1013",1013,10886627,"2022 Perodua Bezza 1.0 G Sedan - AFFORDABLE","2022 Perodua Bezza 1.0 G Sedan","https://www.carlist.my/new-cars/2022-perodua-bezza-1-0-g-sedan-affordable/10886627","471","https://img1.icarcdn.com/72668801/main-m_new-car-carlist-perodua-bezza-g-sedan-malaysia_000072668801_faf76de3_20eb_477e_a240_989cdd409d9a.jpg.webp?smia=xTM","https://img1.icarcdn.com/72668801/thumb-l_new-car-carlist-perodua-bezza-g-sedan-malaysia_000072668801_faf76de3_20eb_477e_a240_989cdd409d9a.jpg.webp?smia=xTM","Perodua","Bezza",2022,0,"Automatic","New","G","c31d84fa-e8b3-4c66-8465-b5c545882b8e","204b3f5f-0097-4707-89cd-0bf9040fca48","true","ʉʏʈʘ","true","my","car","36360",4.1
